"Path","Bytes","SHA256"
"archive_verifier_local.log","330","eae77e8c3f49520d642991b437b08b1dfeaaccd7ba57c6c65f1ac524487b0e11"
"asset_upload_plan.json","3373","a86139c88ee687d93f1039cdaca088134676d08dfe0dffb01ba8b75a6c07fd98"
"git_snapshot_validation.json","295","c0bb33a42caf772c00751b31d03dc3d7b9a76a4386ee87f3cfad61bad807d4da"
"manage_v3_4_release.ps1","3475","bb0df15090e92a3210950bde25e8026bf30e63d79ad8e5ba134ba723562c4290"
"package_delivery_evidence.ps1","2917","5df471a5839a9aba72aea882da3de33e22c1e2f1ea999b09580938a1462f70bc"
"README_archive_zh.md","706","a1827d756f0b58286608ef77f3a5657a7da871db6752a558f8e26ef940d3c3ba"
"RELEASE_NOTES_v3_4.md","1802","4fce091ddd49201d8c38be40756ad5b4bf805f3fbcfccd1f23407aa6f69acd49"
"release_state.json","241","2999ae97190ba9372ecb56eb78eaacd1a8d3de6a8fe7d1671de5cfd9ea37552e"
"remote_primary_assets_verified.json","6377","b4793bd4dfe7a7fa55a16987d128cc609faf996584ebccea4cf4117e9e8958a7"
"source_and_archive_validation.json","346","47c36f56274a3cb9fe880db83fe537d6f8c903066f8bdb0726c0f9f4b7b401a9"
"upload_all_v3_4.ps1","1526","9502fcd392b1ed19dfc655183d1f633a845d3fd4d95f0a01e1ad4638d517c010"
"upload_batch_results.json","1534","0f7a5d0bec61b8694e89dd7a32288aea2c06cd059674c47da76066d4ffcc809e"
"v3.4-complete-evidence.build.json","387","3b2370b7616fa607098481759b2c26588287ea995822a988ed437a193c9626a1"
"v3.4-complete-evidence.files.csv","36670","b454bc9d2e752bc3d37893c760b92f27e58c41490f1279c0f05afe6cfb55bc7c"
"v3.4-complete-evidence.zip.sha256","94","7d9e43876cf77f7d53eda9ab2f00893737f20e53cc17745e8258ab95a21700c4"
"v3.4-complete-git-changes.patch","11603733","23e67dd895bde4297149be0f392b1e3332676fd3d048ad47cc68abdbea7d1193"
"verify_public_v3_4_delivery.mjs","3554","b69e77486cabd1014a3d6d85cef97f3ebb7928a9398e399ce522b47e410ee8da"
"verify_v3_4_archive.py","3005","0bd1cad5713b8acd07b8d99241b08a9873e71406316bfa4da42c92897211fe68"
"upload_logs/archive_verifier_local.log.log","521","40a49c60886b6e5445640478688c6beb17f60a03f33388007247832fae1b56cf"
"upload_logs/git_snapshot_validation.json.log","527","76e13688eafdfec06f608c19ea42d29b8d15d75ccb4abb64bade143b22617564"
"upload_logs/manage_v3_4_release.ps1.log","513","26df4099e7fb26ba3ff238c860889a05b0972dd3ccdb8c5e3e7347b7d903afae"
"upload_logs/README_archive_zh.md.log","503","e6e9fc0e4c25b2a233101cb51be448d5a385667e3fb30c647358a16d6df3c3cc"
"upload_logs/RELEASE_NOTES_v3_4.md.log","507","5c64c3caf1f141b312c43438992132e151acd6cb7a175d0202526708a4ae4e58"
"upload_logs/source_and_archive_validation.json.log","545","0f865a584e15e24aa9bab1feeba3f961156e0b420e044f4dfd96dd7e64cddb25"
"upload_logs/v3.4-complete-evidence.build.json.log","542","90b38a8334fe44595308aa89eee88072f9457ff391b7252e6b6e019c8fda745d"
"upload_logs/v3.4-complete-evidence.files.csv.log","541","e50135c742ed77fd464aaafc78f215f4264edac3a54606e53ced79a0974a568d"
"upload_logs/v3.4-complete-evidence.zip.log","524","64424f4aa8a1e9f566d0aee13ede6f79d260910cfac55593de837c337ddedf92"
"upload_logs/v3.4-complete-evidence.zip.sha256.log","541","2ac83d6ecadf525a7c3e4f6c9778061bab6f18394d9eedc47dc719b257f3755f"
"upload_logs/v3.4-complete-git-changes.patch.log","541","40a00f486d1e40216508e9d5a7f1d1a4f1958a1ae43cbf45391dfc8e50b0e0bb"
"upload_logs/verify_v3_4_archive.py.log","510","6f43c25fd30d8d89e3e9c167a5c2466b44712dc7121a97fa13798902e9925eaa"
"upload_receipts/archive_verifier_local.log.json","461","898fe81e682f11dade37139df6902af10a59779e5a9208fffa83bcda728cd172"
"upload_receipts/git_snapshot_validation.json.json","465","6c54f29b6aa2080b94c4503b21945573a9b68bfe6861f950f0fdfe2828167969"
"upload_receipts/manage_v3_4_release.ps1.json","456","f8c4985c692be47acb7097ada712d2512de4396db551f5dd44f4146ecef267c0"
"upload_receipts/README_archive_zh.md.json","449","412df7dc1f835d959be0bf9f70fa3823a85b3aaf336f2e971c23a2e546b594b6"
"upload_receipts/RELEASE_NOTES_v3_4.md.json","452","4300525d4cdfdc71088d5b7ae68febff549d4eea91bbcd9b83aeab59b594fc8d"
"upload_receipts/source_and_archive_validation.json.json","477","c8696d167552fd70b0a9472fcc2fbfcaae061e985861bf9207b02288f36ef8da"
"upload_receipts/v3.4-complete-evidence.build.json.json","475","e413aeaf3d268657598003e4eb9de149f9aee092a3b25879078bb32f07159a70"
"upload_receipts/v3.4-complete-evidence.files.csv.json","475","3c1ec2cd785d8471c5dd16433d053bbe879aaef633a00f60374fd24a35301fee"
"upload_receipts/v3.4-complete-evidence.zip.json","464","b91cf231e999ddbe5e2de7bd4c23113ade7ea5917c8f1f02ec8e4395b62dc644"
"upload_receipts/v3.4-complete-evidence.zip.sha256.json","474","c9861902ae4dff51af7a3168022c67118e776cd71a73534d7c44b26908e23313"
"upload_receipts/v3.4-complete-git-changes.patch.json","476","6a62847574d26a79e0cf5b468ec0e6504e1b874b79e51ed4b67eaca50e982113"
"upload_receipts/verify_v3_4_archive.py.json","454","7bdd17cd14745319c627be0bb41aa2cc4a2aaa19d55ef64d46a0907bb004527e"
"__pycache__/verify_v3_4_archive.cpython-314.pyc","7167","8b230dff2e7c575042c4e29db960cbf969bf4e2fb7345e5f132fabd7ada9c876"
